Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Hannele,Lehikoinen,Ilkanbulevardi 493,Vantaa,88429,Finland,FI,19860731-339J,+358,+358 765999324,1986-07-31,False
Astrid,Nyman,Villatorget 0,Alingsås,84515,Sverige,SE,19790215-3896,+46,0472-490 51,1979-02-15,True
May,Hansen,Hagenjordet 62,Karlsen,4474,Norge,NO,19751123-0456,+47,+4728765689,1975-11-23,True
Antero,Heiskanen,Mamsellimyllynkuja 752,Heinävesi,78021,Finland,FI,19960321-525S,+358,+358 51 1810347,1996-03-21,True
Melina,Andersson,Furuvägen 4,Gävle,36913,Sverige,SE,19710910-0791,+46,08-618 634 44,1971-09-10,True
Elisabeth,Larsson,Kyrkogatan 98,Göteborg,39331,Sverige,SE,19480731-3608,+46,+46 (0)8 015 828 98,1948-07-31,True
Jessica,Gonzalez,Randolph Terrace 3323,Carrville,98508,Danmark,DK,19700111-3596,+45,9428796808,1970-01-11,True
Laila,Falk,Kvarngränd 767,Alingsås,74269,Sverige,SE,19850105-6543,+46,+46 (0)099 576 42,1985-01-05,True
Billy,Chan,Turner Harbors 5057,Roseberg,32394,Danmark,DK,19431108-1916,+45,900-847-7466x5167,1943-11-08,True
Amanda,Stevens,Wallace Port 61363,East Andreaton,27279,Danmark,DK,19911223-4129,+45,598-789-9069,1991-12-23,True
Tor,Fredriksen,Lundehøgda 02,Sisselfjord,8218,Norge,NO,19450728-5973,+47,975 87 911,1945-07-28,True
Malva,Bergsten,Parkvägen 959,Malmö,78889,Sverige,SE,19651106-3630,+46,+46 (0)449 129 70,1965-11-06,True
Emmy,Isaksson,Ektorget 229,Lidköping,57622,Sverige,SE,19541021-2592,+46,018-946 81 33,1954-10-21,True
Markus,Evensen,Engengjerdet 4,Mortenstrøm,9174,Norge,NO,19710512-4116,+47,54 10 35 67,1971-05-12,True
Maria,Sjöberg,Backgränd 4,Norrköping,73883,Sverige,SE,19491221-2991,+46,08-377 923 14,1949-12-21,True
Margareta,Dahlberg,Strandgatan 213,Sundsvall,30934,Sverige,SE,19830318-2831,+46,+46 (0)8 185 375 92,1983-03-18,True
Jorunn,Vik,Larsentunet 5,Hildemark,6125,Norge,NO,19520921-4136,+47,+47 14 96 90 41,1952-09-21,True
Ronny,Lindberg,Bäcktorget 2,Halmstad,51053,Sverige,SE,19810521-9581,+46,+46 (0)557 565 93,1981-05-21,True
Vilde,Paulsen,Gulbrandsenfaret 323,Stianvåg,3947,Norge,NO,19560617-8244,+47,+4777653881,1956-06-17,True
Isabella,Olofsson,Industrigatan 56,Lund,16194,Sverige,SE,19801228-6922,+46,08-224 265 20,1980-12-28,True
Kristine,Danielsen,Hagenmyra 4,Arnesen,7858,Norge,NO,19431230-8296,+47,04521752,1943-12-30,True
Donna,Vang,Philip Plain 7451,North David,48386,Danmark,DK,19500812-4898,+45,948.693.7361x35494,1950-08-12,True
Mari,Laakso,Harakkamyllynpolku 168,Mustasaari,73492,Finland,FI,19880909-760X,+358,+358 302341014,1988-09-09,True
Anneli,Forsman,Maasalonbulevardi 98,Kankaanpää,28856,Finland,FI,19741031-163A,+358,+358448173997,1974-10-31,True
Miranda,Eriksson,Kyrkogatan 9,Landskrona,31818,Sverige,SE,19980625-2727,+46,028-93 83 65,1998-06-25,True
Kristoffer,Myklebust,Svendsenhavna 2,Monavåg,4036,Norge,NO,19441122-4397,+47,+4770761020,1944-11-22,True
Karl,Lindström,Stationsvägen 4,Borlänge,97547,Sverige,SE,19770313-7733,+46,08-270 73 11,1977-03-13,True
Jan,Aas,Aasenhagen 6,Madsen,6374,Norge,NO,19601023-0489,+47,52 33 63 53,1960-10-23,True
Kim,Halvorsen,Birkelandeggen 35,Simonsen,2273,Norge,NO,19420724-6325,+47,65632206,1942-07-24,True
Evelina,Björk,Björkgatan 4,Lund,19491,Sverige,SE,19780823-7178,+46,0351-90 73 97,1978-08-23,True
Egil,Edvardsen,Gulbrandsenekra 8,Madsen,5603,Norge,NO,19430703-6109,+47,90614705,1943-07-03,True
Erik,Levin,Ängstorget 2,Kalmar,62950,Sverige,SE,19780814-6706,+46,0681-599 14,1978-08-14,True
Ella,Olsson,Stationstorget 8,Sandviken,90514,Sverige,SE,19890628-3163,+46,071-00 51 08,1989-06-28,True
Nora,Ruud,Kristensenløkka 7,Tangen,1183,Norge,NO,19430705-8166,+47,28037118,1943-07-05,True
Asbjørn,Strand,Rønningholtet 1,Strøm,5492,Norge,NO,19421207-4229,+47,80 08 19 00,1942-12-07,True
Mervi,Anttonen,Jättiläisenkatu 32,Hirvensalmi,41286,Finland,FI,19960109-3148,+358,(+358) 577095270,1996-01-09,True
Karoline,Ødegård,Myhrestykket 1E,Hildeøy,7813,Norge,NO,19590904-9394,+47,30737026,1959-09-04,True
Tove,Næss,Johnsenplassen 10,Vidarsund,9382,Norge,NO,19621106-2265,+47,+4780964165,1962-11-06,True
Mona,Norlin,Furugatan 5,Östersund,71581,Sverige,SE,19700530-1809,+46,011-97 37 00,1970-05-30,True
Sondre,Ruud,Rønningvika 5E,Finnvik,3521,Norge,NO,19590701-5682,+47,75 24 51 49,1959-07-01,True
Karl,Lundin,Kvarngränd 384,Luleå,44564,Sverige,SE,19590620-2041,+46,08-339 059 58,1959-06-20,True
Antero,Niemelä,Bertel Jungin kuja 53,Viitasaari,02268,Finland,FI,19830503-787X,+358,0488203225,1983-05-03,True
Jared,Roberson,Anderson Views 3740,Johnmouth,66037,Danmark,DK,19560422-6106,+45,416.420.5385x99340,1956-04-22,True
Else,Jakobsen,Brekkefaret 87,Nielsen,6343,Norge,NO,19961003-1003,+47,48429582,1996-10-03,True
Eila,Nevala,Vaakalinnunpolku 65,Finström,35090,Finland,FI,19730804-788B,+358,+358625168495,1973-08-04,True
Ingvar,Söderholm,Järnvägstorget 43,Nyköping,54473,Sverige,SE,19950130-0161,+46,+46 (0)311 598 45,1995-01-30,True
Maria,Lehtola,Uskalikonbulevardi 8,Miehikkälä,21072,Finland,FI,19951116-124M,+358,+358388535244,1995-11-16,True
Jan,Evensen,Hauglandlyngen 7,Sebastianås,9195,Norge,NO,19960529-7753,+47,+47 95 96 90 80,1996-05-29,True
Joanna,Higgins,Evans Landing 1480,New Amber,60649,Danmark,DK,19920825-7459,+45,439-928-0559x51681,1992-08-25,True
Göran,Sjöstrand,Industrigränd 051,Halmstad,69298,Sverige,SE,19781120-3185,+46,0561-46 90 75,1978-11-20,True
David,Powell,Robert Pike 838,South Linda,39890,Danmark,DK,19720223-0364,+45,001-274-735-1133,1972-02-23,True
Anne,Nichols,Rebecca Spurs 68398,Margaretton,94938,Danmark,DK,19560203-2708,+45,792.740.5129x41034,1956-02-03,True
Bo,Edström,Idrottsvägen 108,Kristianstad,16488,Sverige,SE,19730114-4992,+46,08-388 09 68,1973-01-14,True
Oona,Puustinen,Tuomarinkylänkuja 4,Sauvo,09320,Finland,FI,19960322-502R,+358,+358375210558,1996-03-22,True
Anne,Christensen,Eidemoen 87,Johnås,0481,Norge,NO,19630723-0295,+47,930 88 185,1963-07-23,True
Alicia,Horton,Washington Trace 9234,New Sara,29308,Danmark,DK,19850118-2325,+45,999-915-5120,1985-01-18,True
Sverre,Haug,Johannessengata 9,Thomassen,2232,Norge,NO,19770430-1958,+47,07 89 76 32,1977-04-30,True
Grete,Holm,Pettersenbakken 5,Torillmark,2114,Norge,NO,19621011-8523,+47,46814173,1962-10-11,True
Jessica,Johnson,Michelle Square 421,South Dave,96422,Danmark,DK,19740321-4394,+45,400.794.5906x6980,1974-03-21,True
Michael,Coleman,Riddle Port 0510,South Frank,74769,Danmark,DK,19510726-2139,+45,+1-939-246-9397x60526,1951-07-26,True
Maria,Pettersson,Nystigen 599,Alingsås,40230,Sverige,SE,19580322-2805,+46,08-622 384 37,1958-03-22,True
Kjetil,Aas,Amundsenplassen 157,Henriksen,2847,Norge,NO,19651109-9466,+47,84 27 31 08,1965-11-09,True
Karl,Norlin,Industritorget 816,Borås,67055,Sverige,SE,19511212-2520,+46,089-759 41 21,1951-12-12,True
Egil,Abrahamsen,Aasmoen 3C,Aasen,1291,Norge,NO,19650522-0194,+47,+4779591158,1965-05-22,True
Amber,Miller,Leslie Spur 41520,New Brendaborough,56056,Danmark,DK,19720814-0333,+45,382.580.7943x143,1972-08-14,True
Siri,Svendsen,Hagenmoen 8,Sebastianstad,1367,Norge,NO,19490928-9141,+47,96 21 00 21,1949-09-28,True
Øyvind,Larsen,Aligjerdet 8,Liveid,1647,Norge,NO,19490719-0475,+47,85630545,1949-07-19,True
Michael,Morris,Matthew Ford 2191,Walkerfurt,44672,Danmark,DK,19890806-5592,+45,(213)250-9238x949,1989-08-06,True
Gro,Nguyen,Danielsentoppen 8,Solberg,8175,Finland,NO,19920222-9583,+47,41108625,1992-02-22,True
Sigurd,Evensen,Bøetjernet 28,Roarfjord,5724,Norge,NO,19760620-2943,+47,71361473,1976-06-20,True
Magnus,Berntsen,Abrahamsenspranget 28,Bentesand,0391,Norge,NO,19950419-9456,+47,50 23 33 43,1995-04-19,True
Pelle,Ström,Aspvägen 6,Halmstad,77342,iorge,SE,19620616-1921,+46,0380-58 81 91,1962-06-16,True
Eero,Turunen,Kimalaistie 970,Kiuruvesi,53084,Finland,FI,19540616-322N,+358,048 498 0663,1954-06-16,True
Laila,Christensen,Brekkejordet 2,Simenby,7607,Norge,NO,19790907-2081,+47,940 71 995,1979-09-07,True
Birgitta,Jönsson,Aspvägen 10,Nyköping,40715,Sverige,SE,19771127-8041,+46,095-437 75 67,1977-11-27,True
Peder,Nilsson,Parkgatan 00,Växjö,86867,Sverige,SE,19500202-4137,+46,08-09 47 34,1950-02-02,True
Annika,Öberg,Grangatan 2,Växjö,17265,Sverige,SE,19730428-2518,+46,08-203 60 99,1973-04-28,True
Joakim,Gundersen,Knutsentunet 85,Solheim,2764,Norge,NO,19930427-1149,+47,+47 17 07 10 82,1993-04-27,True
Robert,Nguyen,Nguyenroa 36,Nygård,3739,Norge,NO,19630524-0620,+47,38789109,1963-05-24,True
Hilma,Eriksson,Stationsvägen 6,Borlänge,40836,Sverige,SE,19560119-3333,+46,099-473 77 01,1956-01-19,True
Tom,Pedersen,Antonsensvingen 54,Lie,6136,Norge,NO,19641119-8357,+47,23953961,1964-11-19,True
Marie,Ingvarsson,Idrottsgatan 3,Ängelholm,48990,Sverige,SE,19811030-1283,+46,0178-238 50,1981-10-30,True
Antonio,Gordon,Pope Pass 196,Youngfort,46847,Danmark,DK,19720814-8311,+45,8903601438,1972-08-14,True
Tiffany,Schneider,Flowers Alley 83921,Port Whitney,11583,Danmark,DK,19591227-3769,+45,873.360.1909x021,1959-12-27,True
Nicole,Lundgren,Parkgatan 24,Piteå,99601,Norge,SE,19530721-0005,+46,08-717 636 15,1953-07-21,True
Sebastian,Norén,Backgatan 0,Piteå,78945,Sverige,SE,19751121-9160,+46,052-676 07 54,1975-11-21,True
Leif,Næss,Larsenstykket 5,Heidisjøen,0313,Norge,NO,19720706-8968,+47,+47 43 44 99 78,1972-07-06,True
Inger,Moen,Dahlskogen 9F,Brittø,7944,Norge,NO,19840612-2223,+47,42648769,1984-06-12,True
Jonas,Jafari,Idrottsgatan 9,Jönköping,74320,Sverige,SE,19751122-9714,+46,+46 (0)57 12 64 94,1975-11-22,True
Bengt,Mårtensson,Fabriksstigen 425,Uddevalla,96283,Sverige,SE,19411217-4724,+46,+46 (0)8 924 210 10,1941-12-17,True
Joel,Rajala,Nelikkokuja 72,Jokioinen,85691,Finland,FI,19581031-060R,+358,+358931413940,1958-10-31,True
Lage,Andersson,Järnvägstorget 87,Karlstad,74187,Sverige,SE,19471120-3584,+46,+46 (0)18 04 27 86,1947-11-20,True
Marjo,Ojala,Pohjolanpolku 894,Haapavesi,58731,Finland,FI,19990721-397W,+358,099 776 4205,1999-07-21,True
Olavi,Laaksonen,Ilotulituskatu 5,Hartola,44386,Finland,FI,19740303-8111,+358,+358 261656407,1974-03-03,True
Sigurd,Næss,Hansenrøa 14A,Olsen,8381,Norge,NO,19401218-9411,+47,25959849,1940-12-18,True
Nicolas,Gonzalez,Sandra Harbors 3923,New Brandon,61582,Danmark,DK,19780720-6446,+45,+1-991-678-9310x2922,1978-07-20,True
Adam,Persson,Skolvägen 575,Trollhättan,26438,Sverige,SE,19520224-3961,+46,+46 (0)8 588 609 68,1952-02-24,True
Aurora,Lindqvist,Björkstigen 86,Örebro,99808,Sverige,SE,19540131-1317,+46,08-84 44 66,1954-01-31,True
Elizabeth,Rose,Daniel Ville 22246,North Ericaberg,69275,Danmark,DK,19860716-0763,+45,743.455.3631x2352,1986-07-16,True
Gustav,Lundgren,Björkstigen 80,Sandviken,37443,Sverige,SE,20001106-8649,+46,+46 (0)39 86 29 56,2000-11-06,True
Edward,Nilsson,Furuvägen 1,Trollhättan,95250,Finland,SE,19780414-1078,+46,0682-839 58,1978-04-14,True
Jorunn,Mathisen,Strandspranget 45B,Rønning,0657,Norge,NO,19450224-2770,+47,+4707522408,1945-02-24,True
Niklas,Holmgren,Björktorget 7,Norrköping,54504,Sverige,SE,19840105-4469,+46,08-790 64 82,1984-01-05,True
Iiris,Lindberg,Agroksenbulevardi 28,Paimio,43189,Finland,FI,19481018-130X,+358,+358 40 7376847,1948-10-18,True
Bo,Hellström,Ekvägen 41,Göteborg,76447,Sverige,SE,19920827-0945,+46,+46 (0)8 146 331 66,1992-08-27,True
Linnéa,Nordström,Stationsvägen 46,Karlskoga,77791,Sverige,SE,19700201-5977,+46,08-535 79 50,1970-02-01,True
Anna,Bengtsson,Skoltorget 146,Skellefteå,71511,Sverige,SE,19760526-9619,+46,0907-34 63 68,1976-05-26,True
Whitney,Cooper,Donna Heights 3487,Justinfurt,27373,Danmark,DK,19440212-4035,+45,669-573-6005x4531,1944-02-12,True
Klara,Lindahl,Fabriksvägen 2,Södertälje,14378,Sverige,SE,19411010-5297,+46,076-170 21 62,1941-10-10,True
Isabell,Nordström,Skogstorget 4,Örnsköldsvik,49820,Sverige,SE,19690711-8181,+46,+46 (0)189 073 79,1969-07-11,True
Magnus,Karlsson,Industrivägen 904,Trollhättan,18068,Sverige,SE,19620814-7535,+46,088-34 41 44,1962-08-14,True
Emma,Nilsson,Kvarntorget 2,Borås,70391,Sverige,SE,19780914-2690,+46,08-45 92 74,1978-09-14,True
Miika,Halonen,Gunnel Nymanin katu 98,Tyrnävä,46691,Finland,FI,19480502-0982,+358,+358 77 2153558,1948-05-02,True
Andreas,Madsen,Ahmedhavna 066,Joakimberg,6392,Norge,NO,19600523-2864,+47,941 31 146,1960-05-23,True
Malin,Vik,Olsentjernet 54,Olavfjell,7688,Norge,NO,19751030-1591,47,+4775875767,1975-10-30,True
Yngve,Larsson,Granstigen 64,Lidköping,33590,Sverige,SE,19440101-6221,+46,08-74 07 55,1944-01-01,True
Bo,Svensson,Villagränd 32,Göteborg,12758,Sverige,SE,19990306-2661,+46,059-96 97 99,1999-03-06,True
Viking,Öberg,Järnvägstorget 5,Varberg,50980,Sverige,SE,19930121-7807,+46,+46 (0)288 103 44,1993-01-21,True
Ragnhild,Solheim,Jakobsenfaret 19,Tobiasfjell,9607,Norge,NO,19780421-5822,+47,44451138,1978-04-21,True
Elin,Asp,Björkgatan 3,Stockholm,10358,Sverige,SE,19920608-2914,+46,049-02 99 58,1992-06-08,True
Engla,Ljung,Bäckvägen 5,Borlänge,47985,Sverige,SE,19600208-6270,+46,0109-99 79 40,1960-02-08,True
Frode,Kristiansen,Iversenjordet 14,Stinefoss,7107,Norge,NO,19520622-8412,+47,+4764110205,1952-06-22,True
Elis,Fransson,Industristigen 22,Kristianstad,72847,Sverige,SE,19750619-4475,+46,015-25 21 78,1975-06-19,True
Magnus,Holm,Jacobsenbråten 2G,Emmavåg,3977,Norge,NO,19660430-3148,+47,917 00 823,1966-04-30,True
Kristiina,Aho,Tuulilasinkuja 4,Askola,00108,Finland,FI,19571028-415K,+358,+358 39 1777031,1957-10-28,True
Linnéa,Roos,Villatorget 56,Umeå,17634,Sverige,SE,19451122-2334,+46,000-62 10 58,1945-11-22,True
Daniel,Friberg,Kyrkstigen 98,Södertälje,72038,Sverige,SE,19670414-2870,+46,08-651 485 92,1967-04-14,True
Ove,Norrman,Industrigränd 331,Uddevalla,22995,Sverige,SE,19410218-4780,+46,0888-481 06,1941-02-18,True
Karoliina,Laukkanen,Sadepolku 810,Huittinen,28024,Finland,FI,19511030-009A,+358,+358 028351169,1951-10-30,True
Gustav,Lindgren,Trädgårdstorget 88,Uddevalla,93721,Sverige,SE,19480325-0198,+46,0442-369 42,1948-03-25,True
Mia,Hjelm,Bäcktorget 06,Borås,27886,Sverige,SE,19901017-3944,+46,+46 (0)8 688 027 00,1990-10-17,True
Matthew,Harper,Alex Heights 6999,Jessicatown,68994,Danmark,DK,19510824-7906,+45,+1-925-683-8098,1951-08-24,True
Erin,Flores,Palmer Knolls 184,New Melissa,90028,Danmark,DK,19560611-4926,+45,887.942.7623x213,1956-06-11,True
Kjersti,Sivertsen,Abrahamsenhøgda 9,Johanstrand,0208,Norge,NO,19750113-5355,+47,67 80 78 28,1975-01-13,True
Jan,Larsen,Idrottsgatan 14,Karlskrona,90888,Sverige,SE,19890426-3732,+46,+46 (0)8 120 004 77,1989-04-26,True
Katarina,Salomonsson,Fabriksvägen 38,Stockholm,55321,Sverige,SE,19650721-3956,+46,087-065 35 56,1965-07-21,True
Andrea,Nilsson,Stationstorget 328,Östersund,48889,Sverige,SE,19851209-0065,+46,0743-361 35,1985-12-09,True
Lars,Nilsen,Myklebustplassen 56,Tonestrøm,7868,Norge,NO,19640314-7230,+47,85 80 79 15,1964-03-14,True
Olga,Magnusson,Åkertorget 6,Örnsköldsvik,20834,Sverige,SE,19830717-2901,+46,08-787 680 69,1983-07-17,True
Hans,Johansson,Storstigen 7,Södertälje,60923,Sverige,SE,19850223-9345,+46,08-65 27 58,1985-02-23,True
Fredrik,Edvardsen,Solbergplassen 35A,Danielsen,7855,Norge,NO,19651127-6087,+47,78 16 50 29,1965-11-27,True
